ID,Label,Label_latin,Label_untreated,Name,Collective,Name_alternative,Honorific,Family_name,Family_name_alternative,Connector2,Surname,Surname_alternative,Senior/Junior,Alias,Origin_or_residence,Origin,Residence,Sex,Sex_guessing_hits,Sex_guessing_trace,Heretic,Order,Occupation/office,Occupation_general,Occupation_type,Occupation_guess_rank,Occupation_guess,Fugitive,Network,Relations,Footnotes,Notes,Pages_or_folios,Pages_introduction,Pages_footnotes,Original_entry_untreated_parts,Original_entry_complete,Entry_main_editor
66,Algaia of Loubens,Algaia de Lobenx,Algaia of Loubens,Algaia,,,,,,of,Loubens,,,,,,,f,ff,latin_guess1 en_guess1,h,,,,,,,,,,,,XXVI:67r,,,,"Algaia of Loubens [Algaia de Lobenx], H, 64v n. 7, 67r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
67,Algisio,Alguisius,Algisio,Algisio,,,,,,,,,,,,,,m,m,latin_guess1,no,,papal legate,papal legate,churchperson,100,"{u'papal legate': [[100, u'papal legate', u'papal legate', u'churchperson']]}",,i,,,,"XXV:171v, XXV:172r",,,,"Algisio [Alguisius], papal legate, 40; 171v–172r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
68,Alphonse of Poitiers,,Alphonse of Poitiers,Alphonse,,,,,,of,Poitiers,,,,,,,m,,,no,,,,,,,,,,,,,,,,"Alphonse of Poitiers, 36–38, 42, 46, 58, 109, 123; 48r n. 31, 86v n. 12, 87v n. 19, 131v n. 3, 132v n. 14, 159v n. 2, 274r n. 18, 309r n. 52, 22r n. 30, 50r n. 2, 59r n. 4",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
69,Alzeva,Alzeva,Alzeva,Alzeva,,,,,,,,,,,,,,f,ff,latin_guess1 en_guess1,no,,nun,nun,churchperson,100,"{u'nun': [[100, u'nun', u'nun', u'churchperson']]}",,d,,,,XXV:277r,,,,"Alzeva [Alzeva], nun, 277r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
70,Amanieu of Loubens,Amanevus de Loubenx,Amanieu of Loubens,Amanieu,,,,,,of,Loubens,,,,,,,m,m,latin_guess1,no,,knight,knight,knight/noble,100,"{u'knight': [[100, u'knight', u'knight', u'knight/noble']]}",,,,,,XXV:286r,,,,"Amanieu of Loubens [Amanevus de Loubenx], knight, 286r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
71,Amblard Vassal,Amblardus/Emblardus Vassalli de Ruppe Arifat,Amblard Vassal of La Roque d’Arifat,Amblard,,,,Vassal,,of,La Roque d’Arifat,,,,,,,m,m,latin_guess1,no,,,,,,,fugitive,,,,,"XXV:7r, XXV:8v, XXV:182v, XXV:192v, XXV:183r, XXV:183v, XXV:184r, XXV:184v, XXV:185r, XXV:185v, XXV:186r, XXV:186v, XXV:187r, XXV:187v, XXV:188r, XXV:188v, XXV:189r, XXV:189v, XXV:190r, XXV:190v, XXV:191r, XXV:191v, XXV:192r",,,,"Amblard Vassal of La Roque d’Arifat [Amblardus/Emblardus Vassalli de Ruppe Arifat], fugitive, 38, 72 n. 17, 72 n. 19, 75 n. 33, 80, 100; 7r, 8v, 182v–192v, 193v n. 1, 196v n. 1",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
72,Ambrose Consar,Ambrosius Consar de Mediolano,Ambrose Consar of Milan,Ambrose,,,,Consar,,of,Milan,,,,,,,m,mm,latin_names1(Ambrosius) latin_guess1,no,,,,,,,,,,,,XXV:329v,,,,"Ambrose Consar of Milan [Ambrosius Consar de Mediolano], 329v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
73,Amiel,"Amelius, textor",Amiel,Amiel,,,,,,,,,,,,,,m,,,no,,weaver,weaver,craftsman,100,"{u'weaver': [[100, u'weaver', u'weaver', u'craftsman'], [67, u'weaver', u'healer', u'service-provider']]}",,,,,,XXV:91v,,,,"Amiel [Amelius, textor], weaver, 91v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
74,Amiel,,Amiel,Amiel,,,,,,,,,,,,,,m,,,no,,chaplain of Saint Stephen of Toulouse,chaplain,churchperson,,first word,,,,,,"XXV:276r, XXV:282v",,,,"Amiel, chaplain of Saint Stephen of Toulouse, 40; 276r, 275v n. 2, 282v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
75,Amiel Faure,Amelius Faure de Sancto Alano,Amiel Faure of Saint-Alain,Amiel,,,,Faure,,of,Saint-Alain,,,,,,,m,m,latin_guess1,no,,,,,,,,,,,,XXV:91r,,,,"Amiel Faure of Saint-Alain [Amelius Faure de Sancto Alano], 91r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
76,Amiel of Blan,Amelius de Blanno,Amiel of Blan,Amiel,,,,,,of,Blan,,,,,,,m,m,latin_guess1,no,OP,,,churchperson,,,,i,,,,"XXV:283r, XXV:288r, XXV:289v, XXV:290v, XXV:318v, XXVI:5v, XXVI:6v",,,,"Amiel of Blan [Amelius de Blanno], OP, 106 n. 217; 283r, 288r, 289v, 290v, 318v, 5v, 6v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
77,Andrieu of Blan,"Andreva, uxor Gitberti de Blanno","Andrieu, wife of Gitbert of Blan",Andrieu,,,,,,of,Blan,,,,,,,f,f,gender_role1 (wife),no,,,,,,,,,,,,XXV:280v,,,,"Andrieu, wife of Gitbert of Blan [Andreva, uxor Gitberti de Blanno], 280v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
78,Andricus of Arosio,Andricus de Rues,Andricus of Arosio,Andricus,,,,,,of,Arosio,,,,,,,m,mm,latin_guess1 en_guess1,h,,Cathar bishop of Lombardy,Cathar bishop,dissident minister,68,"{u'Cathar bishop of Lombardy': [[68, u'Cathar bishop of Lombardy', u'Cathar bishop', u'dissident minister']]}",,,,,,"XXV:145r, XXV:145v",,,Cathar bishop of Lombardy,"Andricus of Arosio [Andricus de Rues], H, Cathar bishop of Lombardy, 114; 3r n. 11, 145r–v, 16r n. 15",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
79,Anglesia,Anglesia,Anglesia,Anglesia,,,,,,,,,,,,,,f,ff,latin_guess1 en_guess1,no,,,,,,,,,,,,"XXVI:74r, XXVI:77v",,,,"Anglesia [Anglesia], 74r, 77v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
80,Anglesia Ratier,"Anglesia, uxor Petri Raterii","Anglesia, wife of Peter Ratier",Anglesia,,,,Ratier,,,,,,,,,,f,ff,en_guess1 gender_role1 (wife),no,,,,,,,,,,,,XXV:216v,,,,"Anglesia, wife of Peter Ratier [Anglesia, uxor Petri Raterii], 216v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
81,Anselm of Alessandria,,Anselm of Alessandria,Anselm,,,,,,of,Alessandria,,,,,,,m,,,no,OP,,,churchperson,,,,o,,,,,,,,"Anselm of Alessandria, OP, 142v n. 9, 145r n. 31",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
82,Anthioca Polier,"Anthioca, uxor Guillelmi Polerii","Anthioca, wife of William Polier",Anthioca,,,,Polier,,,,,,,,,,f,ff,en_guess1 gender_role1 (wife),no,,,,,,,,,,,,XXV:211v,,,,"Anthioca, wife of William Polier [Anthioca, uxor Guillelmi Polerii], 211v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
83,Antigone,"Antigonia, de Auriagesio","Antigone, from the Auriacais",Antigone,,,,,,,,,,,Auriacais region,,,f,,,h,,,,,,,,,,,,"XXVI:35r, XXVI:35v",,,,"Antigone, from the Auriacais [Antigonia, de Auriagesio], H, <35r–v>",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
84,Arnalda,Arnalda,Arnalda,Arnalda,,,,,,,,,,,,,,f,ff,latin_guess1 en_guess1,no,,,,,,,,,,"N8 Probably the same as Arnalda of Bauzelle, below.",,XXVI:23r,,,,"Arnalda [Arnalda], 23r {N8 Probably the same as Arnalda of Bauzelle, below.}",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
85,Arnalda Raymond,"Arnalda, uxor Arnaldi Raymundi","Arnalda, wife of Arnold Raymond",Arnalda,,,,Raymond,,,,,,,,,,f,ff,en_guess1 gender_role1 (wife),no,,,,,,,,,,,,XXV:316v,,,,"Arnalda, wife of Arnold Raymond [Arnalda, uxor Arnaldi Raymundi], 316v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
86,Arnalda Darasa,"Arnalda, uxor Raymondi Darasa de Cordua/Arnalda Darassa","Arnalda, wife of Raymond Darasa of Cordes",Arnalda,,,,Darasa,,of,Cordes,,,,,,,f,ff,en_guess1 gender_role1 (wife),no,,hospitaller,hospitaller,churchperson,100,"{u'hospitaller': [[100, u'hospitaller', u'hospitaller', u'churchperson'], [76, u'hospitaller', u'knight Hospitaller', u'churchperson']]}",,d,,,,"XXV:54v, XXV:60v, XXV:55r, XXV:55v, XXV:56r, XXV:56v, XXV:57r, XXV:57v, XXV:58r, XXV:58v, XXV:59r, XXV:59v, XXV:60r, XXV:55(bis)r, XXV:55(bis)v",,,,"Arnalda, wife of Raymond Darasa of Cordes [Arnalda, uxor Raymondi Darasa de Cordua/Arnalda Darassa], hospitaller, 75 n. 33, 105; 54v–60v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
87,Arnalda Hugh,"Arnalda, uxor Raymundi Hugonis","Arnalda, wife of Raymond Hugh",Arnalda,,,,Hugh,,,,,,,,,,f,ff,en_guess1 gender_role1 (wife),no,,,,,,,,,,,,"XXV:68r, XXV:71v, XXV:76v, XXV:90v, XXV:93v, XXV:97r, XXV:109r, XXV:109v, XXV:110r, XXV:111r, XXV:112r, XXV:120v, XXV:151v, XXV:152r",,,,"Arnalda, wife of Raymond Hugh [Arnalda, uxor Raymundi Hugonis], 11–13, 47; 49r n. 37, 68r, 71v, 76v, 90v, 93v, 97r, 109r–v, 110r, 111r, 112r, 120v, 151v–152r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
88,Arnalda Calvet,"Arnalda, uxor Guillelmi Calveti de Viridi Folio","Arnalda, wife of William Calvet of Verfeil",Arnalda,,,lady,Calvet,,of,Verfeil,,,,,,,f,fff,en_guess1 gender_role1 (lady) gender_role1 (wife),h,,,,,,,,,,,,"XXV:115v, XXV:116r",,,,"Arnalda, wife of William Calvet of Verfeil [Arnalda, uxor Guillelmi Calveti de Viridi Folio], H, lady, 45, 115v–116r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
89,Arnalda Arimand,Arnalda Arimanda,Arnalda Arimand,Arnalda,,,,Arimand,,,,,,,,,,f,ff,latin_guess1 en_guess1,no,,,,,,,,,,,,"XXVI:17v, XXVI:18r, XXVI:18v, XXVI:21r, XXVI:23v, XXVI:24r, XXVI:24v, XXVI:27r, XXVI:31v, XXVI:33v, XXVI:35v, XXVI:36v, XXVI:37r, XXVI:39r, XXVI:40v",,,,"Arnalda Arimand [Arnalda Arimanda], 17v, 18r–v, 21r, 23v, 24r–v, 27r, 31v, 33v, 35v, 36v–37r, 39r, 40v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
90,Arnalda of Bauzelle,Arnauda de Basaucela,Arnalda of Bauzelle,Arnalda,,,,,,of,Bauzelle,,,,,,,f,ff,latin_guess1 en_guess1,no,,,,,,,,,,N8b Probably the same as Arnalda (<23r>).,,XXVI:31r,,,,"Arnalda of Bauzelle [Arnauda de Basaucela], <31r> {N8b Probably the same as Arnalda (<23r>).}",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
91,Arnalda of Saint-Paul-Cap-de-Joux,,Arnalda of Saint Paul-Cap-de-Joux,Arnalda,,,,,,of,Saint-Paul-Cap-de-Joux,,,,,,,f,f,en_guess1,no,,,,,,,,,,,,XXV:307r,,,,"Arnalda of Saint Paul-Cap-de-Joux, 307r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
92,Arnalda,"Arnalda, quae est de terra ista (de Achonia)","Arnalda, of the land of Cuneo",Arnalda,,,,,,of,,,,,Cuneo,,,f,f,en_guess1,no,,,,,,,,,,,,XXV:18v,,,of the land of Cuneo,"Arnalda, of the land of Cuneo [Arnalda, quae est de terra ista (de Achonia)], 18v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
93,Arnold,Arnaldus,Arnold,Arnold,,,,,,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,"XXV:188r, XXV:188v",,,,"Arnold [Arnaldus], 188r–v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
94,Arnold,Arnaldus,Arnold,Arnold,,,,,,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,OP,,,churchperson,,,,i,,,,"XXV:89r, XXV:156r",,,,"Arnold [Arnaldus], OP, 106 n. 217; 89r, 156r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
95,Arnold,,Arnold,Arnold,,,,,,,,,,,,,,m,m,english_names1(Arnold),no,,prior of Saint-Sernin,prior,churchperson,,first word,,,,N9 Here only A.,,,,,,"Arnold, prior of Saint-Sernin, 83, 84 {N9 Here only A.}",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
96,Arnold Alexander,Arnaldus Alexandri de Rocavidal,Arnold Alexander of Roquevidal,Arnold,,,,Alexander,,of,Roquevidal,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,XXV:110v,,,,"Arnold Alexander of Roquevidal [Arnaldus Alexandri de Rocavidal], 110v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
97,Arnold Archimbaud,Arnaldus Archambaldi,Arnold Archimbaud/Archambaud,Arnold,,,,Archimbaud,Archambaud,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,OP,,,churchperson,,,,i,,,,"XXV:271r, XXVI:2v, XXVI:42v, XXVI:45r",,,,"Arnold Archimbaud/Archambaud [Arnaldus Archambaldi], OP, 106 n. 217; 271r, 2v, 42v, 45r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
98,Arnold Aucard,Arnaldus Aucardi,Arnold Aucard,Arnold,,,,Aucard,,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,OP,,,churchperson,,,,i,,"N10 Not given here as ‘Arnold Aucard’, only as ‘Arnold’, working with Peter Ferrand. Since Arnold Aucard is always paired with Peter Ferrand, this Arnold is to be identified with Arnold Aucard.",,"XXV:80v, XXV:84v, XXV:124v, XXV:152r, XXV:154v, XXV:156r, XXV:158r",,,,"Arnold Aucard [Arnaldus Aucardi], OP, 106 n. 217; 80v, 84v, 124v, 152r, 154v, 156r {N10 Not given here as ‘Arnold Aucard’, only as ‘Arnold’, working with Peter Ferrand. Since Arnold Aucard is always paired with Peter Ferrand, this Arnold is to be identified with Arnold Aucard.}, 158r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
99,Arnold Aynard,Arnaldus Aynardi/Arnaldi,Arnold Aynard,Arnold,,,,Aynard,,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,h,,,,,,,,,,,,"XXV:311v, XXV:312v, XXV:313r, XXV:313v, XXV:314v, XXV:316v, XXV:324v, XXV:325r",,,,"Arnold Aynard [Arnaldus Aynardi/Arnaldi], H, 311v, 312v, 313r, 313v, 314v, 316v, 324v, 325r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
100,Arnold Baussan,"Arnaldus Baussani, de Soricino","Arnold Baussan, of Sorèze",Arnold,,,,Baussan,,of,,,,,Sorèze,,,m,mm,english_names1(Arnold) latin_guess1,no,,augur,augur,service-provider,100,"{u'augur': [[100, u'augur', u'augur', u'service-provider']]}",,,,,,XXV:283v,,,of Sorèze,"Arnold Baussan, of Sorèze [Arnaldus Baussani, de Soricino], augur, 283v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
101,Arnold Baussan,Arnaldus Baussani (qui moratur apud Lobenx),Arnold Baussan (of Loubens),Arnold,,,,Baussan,,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,"XXV:283v, XXV:287r, XXV:293r, XXVI:3v",,,,"Arnold Baussan (of Loubens) [Arnaldus Baussani (qui moratur apud Lobenx)], 283v, 287r, 293r, 3v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
102,Arnold Bel,Arnaldus Bel de Poianerio,Arnold Bel of Puginier,Arnold,,,,Bel,,of,Puginier,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,XXVI:39r,,,,"Arnold Bel of Puginier [Arnaldus Bel de Poianerio], <39r>",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
103,Arnold or Raymond Bernard,Arnaldus vel Raymundus Bernardi,Arnold or Raymond Bernard,Arnold,,,,,,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,servant,servant,servant,100,"{u'servant': [[100, u'servant', u'servant', u'servant'], [78, u'servant', u'maidservant', u'servant'], [67, u'servant', u'merchant', u'merchant'], [63, u'servant', u'fisherman', u'production'], [63, u'servant', u'fisherman', u'production-worker']]}",,,,,,XXVI:64v,,,,"Arnold or Raymond Bernard [Arnaldus vel Raymundus Bernardi], servant, <64v>",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
104,Arnold Bernard,Arnaldus Bernardi de Soricino,Arnold Bernard of Sorèze,Arnold,,,,Bernard,,of,Sorèze,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,N11 Here ‘the sick man’.,,"XXV:248v, XXV:250r, XXV:249r, XXV:249v, XXV:264r, XXV:265r, XXV:264v, XXV:277r",,,,"Arnold Bernard of Sorèze [Arnaldus Bernardi de Soricino], 248v–250r {N11 Here ‘the sick man’.}, 264r–265r, 277r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
105,Arnold Bos,Arnaldus Bos,Arnold Bos,Arnold,,,,Bos,,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,h,,,,,,,,,,,,XXVI:53r,,,,"Arnold Bos [Arnaldus Bos], H, 3r n. 12, 172v n. 5, 53r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
106,Arnold Brun,Arnaldus Bruni,Arnold Brun,Arnold,,,,Brun,,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,XXVI:68v,,,,"Arnold Brun [Arnaldus Bruni], 68v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
107,Arnold Catalan,,Arnold Catalan of Auriac,Arnold,,,,Catalan,,of,Auriac,,,,,,,m,m,english_names1(Arnold),no,,,,,,,,,,,,,,,,"Arnold Catalan of Auriac, 68v n. 28",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
108,Arnold Cerier,Arnaldus Cererii de Monteolivo,Arnold Cerier of Montolieu,Arnold,,,,Cerier,,of,Montolieu,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,XXVI:18r,,,,"Arnold Cerier of Montolieu [Arnaldus Cererii de Monteolivo], 18r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
109,Arnold (the) Chancellor,Arnaldus Cancellarius,Arnold (the) Chancellor,Arnold,,,,,,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,inquisitor,inquisitor,churchperson,100,"{u'inquisitor': [[100, u'inquisitor', u'inquisitor', u'churchperson'], [80, u'inquisitor', u'vice-inquisitor', u'churchperson']]}",,,,,,"XXV:275v, XXVI:8v",,,,"Arnold (the) Chancellor [Arnaldus Cancellarius], inquisitor, 40; 275v, 8v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
110,Arnold Charpentier,Arnaldus Carpentarius,Arnold Charpentier,Arnold,,,,Charpentier,,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,XXV:146r,,,,"Arnold Charpentier [Arnaldus Carpentarius], 146r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
111,Arnold Chavard Jr,Arnaldus Chavardi de Villanova junior,"Arnold Chavard of Villeneuve, the younger",Arnold,,,,Chavard,,of,Villeneuve,,Jr,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,XXVI:75v,,,the younger,"Arnold Chavard of Villeneuve, the younger [Arnaldus Chavardi de Villanova junior], 75v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
112,Arnold Chavard Sr,Arnaldus Chavardi senior,Arnold Chavard the elder,Arnold,,,,Chavard,,,,,Sr,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,XXVI:76v,,,,"Arnold Chavard the elder [Arnaldus Chavardi senior], 76v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
113,Arnold Cimordan,Arnaldus Cimordani de Gasconia,Arnold Cimordan of Gascogne,Arnold,,,,Cimordan,,of,Gascogne,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,fugitive,,,,,"XXV:219v, XXV:225r, XXV:220r, XXV:220v, XXV:221r, XXV:221v, XXV:222r, XXV:222v, XXV:223r, XXV:223v, XXV:224r, XXV:224v",,,,"Arnold Cimordan of Gascogne [Arnaldus Cimordani de Gasconia], fugitive, 55, 72 n. 19, 75 n. 33, 76; 219v–225r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
114,Arnold Copa,"Arnaldus Copa, de Tholosa","Arnold Copa, of Toulouse",Arnold,,,,Copa,,of,,,,,Toulouse,,,m,mm,english_names1(Arnold) latin_guess1,no,,"one of the Humiliati, smith","one of the Humiliati, smith","churchperson, craftsman","100, 100","{u'one of the Humiliati': [[100, u'one of the Humiliati', u'one of the Humiliati', u'churchperson']], u'smith': [[100, u'smith', u'smith', u'craftsman'], [67, u'smith', u'blacksmith', u'manufacturer or qualified worker']]}",,d,,,"Network: dissident. He an emigrant (for heresy, apparently) who entered among the humiliati.","XXV:146v, XXV:306r",,,of Toulouse,"Arnold Copa, of Toulouse [Arnaldus Copa, de Tholosa], smith, one of the Humiliati, 146v, 306r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
115,Arnold Cota,Arnaldus Cota,Arnold Cota,Arnold,,,,Cota,,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,XXV:261v,,,,"Arnold Cota [Arnaldus Cota], 261v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
116,Arnold Daniel,Arnaldus Danielis,Arnold Daniel,Arnold,,,,Daniel,,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,XXV:251r,,,,"Arnold Daniel [Arnaldus Danielis], 251r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
117,Arnold Durand,Arnaldus Durandi,Arnold Durand,Arnold,,,,Durand,,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,XXV:45r,,,,"Arnold Durand [Arnaldus Durandi], 45r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
118,Arnold Durand,Arnaldus Durandi,Arnold Durand,Arnold,,,,Durand,,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,XXV:256r,,,,"Arnold Durand [Arnaldus Durandi], 256r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
119,Arnold Escolau,Arnaldus Escolavi,Arnold Escolau,Arnold,,,,Escolau,,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,chaplain of Gascogne,chaplain,churchperson,,first word,,,,,,XXV:224r,,,,"Arnold Escolau [Arnaldus Escolavi], chaplain of Gascogne, 76; 224r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
120,Arnold Farat,Arnaldus Farat,Arnold Farat,Arnold,,,,Farat,,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,XXV:198r,,,,"Arnold Farat [Arnaldus Farat], 198r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
121,Arnold Faure,Arnaldus Fabri de Totenx,Arnold Faure of Toutens,Arnold,,,,Faure,,of,Toutens,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,XXVI:69r,,,,"Arnold Faure of Toutens [Arnaldus Fabri de Totenx], 69r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
122,Arnold Fogassier,Arnaldus Fogacerii de Tholosa,Arnold Fogassier of Toulouse,Arnold,,,,Fogassier,,of,Toulouse,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,"XXV:94v, XXV:247v",,,,"Arnold Fogassier of Toulouse [Arnaldus Fogacerii de Tholosa], 94v, 247v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
123,Arnold Fournier,Arnaldus Furnerii de Berrel’/Berrelas,Arnold Fournier of Barelles,Arnold,,,,Fournier,,of,Barelles,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,"XXV:302r, XXV:317r, XXV:328r",,,,"Arnold Fournier of Barelles [Arnaldus Furnerii de Berrel’/Berrelas], 103; 302r, 317r, 328r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
124,Arnold Gardouch,Arnaldus Gardog/de Gardoig,Arnold Gardouch/of Gardouch,Arnold,,,lord of Roquevidal,Gardouch,of,,,,,,,,,m,mmm,english_names1(Arnold) latin_guess1 gender_role1(lord),no,,,,,,,,,,,,"XXV:90r, XXV:109v, XXV:110r, XXV:114v, XXV:114v, XXV:116v",,,,"Arnold Gardouch/of Gardouch [Arnaldus Gardog/de Gardoig], lord of Roquevidal, 45, 47, 115; 90r, 109v, 110r, 114v–v, 116v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
125,Arnold Garrier,Arnaldus Garrerii de Tholosa,"Arnold Garrier, of Toulouse",Arnold,,,,Garrier,,of,,,,,Toulouse,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,XXV:307r,,,of Toulouse,"Arnold Garrier, of Toulouse [Arnaldus Garrerii de Tholosa], 307r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
126,Arnold Gauz,Arnaldus Gauzii de La Cassanha,Arnold Gauz of La Cassaigne,Arnold,,,,Gauz,,of,La Cassaigne,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,"XXV:148r, XXV:148v",,,,"Arnold Gauz of La Cassaigne [Arnaldus Gauzii de La Cassanha], 148r–v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
127,Arnold Gervase,Arnaldus Gervasii,Arnold Gervase,Arnold,,,,Gervase,,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,OP,,,churchperson,,,,i,,,,"XXV:20r, XXV:136r, XXV:139r, XXV:165v, XXV:170v",,,,"Arnold Gervase [Arnaldus Gervasii], OP, 106 n. 217; 20r, 136r, 139r, 165v, 170v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
128,Arnold Got,Arnaldus Got/God,Arnold Got,Arnold,,,,Got,,,,,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,"XXV:307r, XXV:307v",,,,"Arnold Got [Arnaldus Got/God], 307r–v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
129,Arnold of Montmaur,Arnaldus (Grossi de Monte Mauro),Arnold (Gros of Montmaur),Arnold,,,,,,of,Montmaur),,,,,,,m,mm,english_names1(Arnold) latin_guess1,no,,,,,,,,,,,,XXV:307r,,,,"Arnold (Gros of Montmaur) [Arnaldus (Grossi de Monte Mauro)], 307r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
